exo-mercat_name,name,host,letter,main_id,binary,ra_official,dec_official,mass,mass_max,mass_min,mass_url,msini,msini_max,msini_min,msini_url,bestmass,bestmass_max,bestmass_min,bestmass_url,bestmass_provenance,p,p_max,p_min,p_url,r,r_max,r_min,r_url,a,a_max,a_min,a_url,e,e_max,e_min,e_url,i,i_max,i_min,i_url,discovery_method,status,status_string,confirmed,discovery_year,final_alias,catalog,angular_separation,angular_separation_flag,binary_mismatch_flag,coordinate_mismatch,coordinate_mismatch_flag,duplicate_flag
Kepler-1059  b,KOI-2021 b,Kepler-1059,b,Kepler-1059,,289.220209,41.706486,,,,,,,,,,,,,Mass,3.76419105,9.54e-06,9.54e-06,2016ApJ...822...86M,0.154,0.011,0.013,2016ApJ...822...86M,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,oec: CONFIRMED,nasa: CONFIRMED",3,2016.0,"K02021.01,WISE J191652.84+414223.2,KIC 6356207,Gaia DR3 2102249400337907456,Gaia DR2 2102249400337907456,TIC 121943952,Kepler-1059,2MASS J19165285+4142233,KOI-2021,KOI-2021.01","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-349  b,KOI-2022 b,Kepler-349,b,Kepler-349,,293.67646499999995,44.615578,0.297,0.223,0.19,2014ApJ...787...80H,,,,,0.297,0.223,0.19,2014ApJ...787...80H,Mass,5.929778,2e-05,2e-05,2014ApJ...784...45R,0.17,0.064,0.064,2014ApJ...784...45R,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2014.0,"2MASS J19344235+4436560,Gaia DR3 2126415051008325376,K02022.01,KOI-2022.02,KOI-2022.01,KOI-2022,TIC 270615037,KIC 8564674,WISE J193442.37+443656.2,Kepler-349,SPOCS 3818,K02022.02,Gaia DR2 2126415051008325376,AP J19344235+4436560","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-349  c,KOI-2022 c,Kepler-349,c,Kepler-349,,293.67648,44.6155972,,,,,,,,,,,,,Mass,12.247629,6.3e-05,6.3e-05,2014ApJ...784...45R,0.175,0.066,0.066,2014ApJ...784...45R,,,,,,,,,,,,,Transit,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2014.0,"2MASS J19344235+4436560,Gaia DR3 2126415051008325376,K02022.01,KOI-2022.02,KOI-2022.01,KOI-2022,TIC 270615037,KIC 8564674,WISE J193442.37+443656.2,Kepler-349,SPOCS 3818,K02022.02,Gaia DR2 2126415051008325376,AP J19344235+4436560","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-1060  b,KOI-2024 b,Kepler-1060,b,Kepler-1060,,286.025189,39.630929,,,,,,,,,,,,,Mass,46.8779367,0.000305,0.000305,2016ApJ...822...86M,0.212,0.04,0.026,2016ApJ...822...86M,,,,,,,,,,,,,Transit,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2016.0,"2MASS J19040604+3937513,KOI-2024.01,Kepler-1060,KOI-2024,Gaia DR3 2100653527927414272,Gaia DR2 2100653527927414272,WISE J190406.03+393751.6,KIC 4544907,TIC 120691237,K02024.01","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-350  b,KOI-2025 b,Kepler-350,b,Kepler-350,,285.4195995833333,39.706107,,,,,,,,,,,,,Mass,11.189562,0.000119,0.000119,2014ApJ...784...45R,0.16859,0.03463,0.03463,oec,,,,,,,,,,,,,Transit,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2014.0,"KOI-2025.01,KIC 4636578,WISE J190140.70+394221.8,KOI-2025,KOI-2025.02,K02025.01,Gaia DR3 2100338792725538048,Kepler-350,2MASS J19014070+3942219,TIC 120498491,KOI-2025.03,K02025.02,SPOCS 3410,Gaia DR2 2100338792724606720,K02025.03,SPOCS 3411","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-350  c,KOI-2025 c,Kepler-350,c,Kepler-350,,285.4195995833333,39.706107,0.019,0.01,0.01,2014ApJS..210...25X,,,,,0.019,0.01,0.01,2014ApJS..210...25X,Mass,17.848568,9.1e-05,9.1e-05,oec,0.28524,0.05741,0.05741,oec,,,,,,,,,,,,,Transit,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2013.0,"KOI-2025.01,KIC 4636578,WISE J190140.70+394221.8,KOI-2025,KOI-2025.02,K02025.01,Gaia DR3 2100338792725538048,Kepler-350,2MASS J19014070+3942219,TIC 120498491,KOI-2025.03,K02025.02,SPOCS 3410,Gaia DR2 2100338792724606720,K02025.03,SPOCS 3411","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-350  d,KOI-2025 d,Kepler-350,d,Kepler-350,,285.419606,39.7061009,0.047,0.017,0.015,2014ApJS..210...25X,,,,,0.047,0.017,0.015,2014ApJS..210...25X,Mass,26.13591,0.000193,0.000193,oec,0.25243,0.05103,0.05103,oec,,,,,,,,,,,,,Transit,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2013.0,"KOI-2025.01,KIC 4636578,WISE J190140.70+394221.8,KOI-2025,KOI-2025.02,K02025.01,Gaia DR3 2100338792725538048,Kepler-350,2MASS J19014070+3942219,TIC 120498491,KOI-2025.03,K02025.02,SPOCS 3410,Gaia DR2 2100338792724606720,K02025.03,SPOCS 3411","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-1061  b,KOI-2026 b,Kepler-1061,b,Kepler-1061,,296.230004,50.27523,,,,,,,,,,,,,Mass,2.75798267,3.88e-06,3.88e-06,2016ApJ...822...86M,0.177,0.01,0.033,2016ApJ...822...86M,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2016.0,"TIC 27776660,2MASS J19445520+5016308,KIC 11923284,Gaia DR3 2135301338343246848,K02026.01,Gaia DR2 2135301338343246848,AP J19445520+5016308,KOI-2026,WISE J194455.20+501630.7,Kepler-1061,SPOCS 4270,KOI-2026.01","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-351  b,KOI-2028 b,Kepler-351,b,Kepler-351,,286.45274541666663,42.657879,0.015,0.018,0.015,2014ApJ...787...80H,,,,,0.015,0.018,0.015,2014ApJ...787...80H,Mass,37.054919,0.000484,0.000484,2014ApJ...784...45R,0.273,0.138,0.138,2014ApJ...784...45R,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2014.0,"2MASS J19054864+4239283,Gaia DR3 2105491997566014336,K02028.02,KIC 7102316,KOI-2028.02,WISE J190548.68+423928.0,Kepler-351,TIC 158218178,KOI-2028,Gaia DR2 2105491997566014336,K02028.01,K02028.03,KOI-2028.01,KOI-2028.03","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-351  c,KOI-2028 c,Kepler-351,c,Kepler-351,,286.45274541666663,42.657879,0.035,0.031,0.024,2014ApJ...787...80H,,,,,0.035,0.031,0.024,2014ApJ...787...80H,Mass,57.24809,0.000599,0.000599,2014ApJ...784...45R,0.285,0.138,0.138,2014ApJ...784...45R,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2014.0,"2MASS J19054864+4239283,Gaia DR3 2105491997566014336,K02028.02,KIC 7102316,KOI-2028.02,WISE J190548.68+423928.0,Kepler-351,TIC 158218178,KOI-2028,Gaia DR2 2105491997566014336,K02028.01,K02028.03,KOI-2028.01,KOI-2028.03","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-351  d,KOI-2028 d,Kepler-351,d,Kepler-351,,286.452706,42.6577891,,,,,,,,,,,,,Mass,142.544247,0.002303,0.002303,2016ApJ...822...86M,0.243,0.017,0.027,2016ApJ...822...86M,,,,,,,,,,,,,Transit,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2016.0,"2MASS J19054864+4239283,Gaia DR3 2105491997566014336,K02028.02,KIC 7102316,KOI-2028.02,WISE J190548.68+423928.0,Kepler-351,TIC 158218178,KOI-2028,Gaia DR2 2105491997566014336,K02028.01,K02028.03,KOI-2028.01,KOI-2028.03","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-352  b,KOI-2029 b,Kepler-352,b,Kepler-352,,299.896521,46.051975,,,,,,,,,,,,,Mass,10.05537,0.000194,0.000194,2014ApJ...784...45R,0.077,0.007,0.007,2014ApJ...784...45R,,,,,,,,,,,,,Transit,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2014.0,"TIC 269271535,K02029.01,WISE J195935.18+460306.9,2MASS J19593516+4603071,KIC 9489524,K02029.02,KOI-2029.01,Gaia DR3 2085281530744134272,Kepler-352,KOI-2029,Gaia DR2 2085281530744134272,SPOCS 3942,KOI-2029.02","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-352  c,KOI-2029 c,Kepler-352,c,Kepler-352,,299.896521,46.051975,,,,,,,,,,,,,Mass,16.332995,0.000272,0.000272,2014ApJ...784...45R,0.113,0.00911,0.00911,oec,,,,,,,,,,,,,Transit,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2014.0,"TIC 269271535,K02029.01,WISE J195935.18+460306.9,2MASS J19593516+4603071,KIC 9489524,K02029.02,KOI-2029.01,Gaia DR3 2085281530744134272,Kepler-352,KOI-2029,Gaia DR2 2085281530744134272,SPOCS 3942,KOI-2029.02","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-17  b,KOI-203 b,Kepler-17,b,Kepler-17,,298.39526749999993,47.8149865,2.45,0.014,0.014,eu,,,,,2.45,0.014,0.014,eu,Mass,1.4857108,2e-07,2e-07,2011ApJS..197...14D,1.31,0.02,0.02,2011ApJS..197...14D,0.02591,0.00037,0.00036,2011ApJS..197...14D,,,,,87.2,0.15,0.15,2011ApJS..197...14D,Transit,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2011.0,"USNO-A2.0 1350-11245067,TIC 273874849,Kepler-17,WISE J195334.86+474853.9,KIC 10619192,KOI-203.01,K00203.01,Gaia DR2 2086449761846310784,KOI-203,Gaia DR3 2086449761846310784,2MASS J19533486+4748540,SPOCS 4104","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-1062  b,KOI-2031 b,Kepler-1062,b,Kepler-1062,,283.89940875,41.221594,,,,,,,,,,,,,Mass,9.30412078,2.394e-05,2.394e-05,2016ApJ...822...86M,0.157,0.008,0.009,2016ApJ...822...86M,,,,,,,,,,,,,Transit,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2016.0,"KIC 5940165,TIC 120043084,Gaia DR2 2103714637018491136,2MASS J18553585+4113177,WISE J185535.85+411317.7,K02031.01,Gaia DR3 2103714637018491136,KOI-2031.01,KOI-2031,Kepler-1062","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-1063  b,KOI-2032 b,Kepler-1063,b,Kepler-1063,,290.5267416666666,38.142973,,,,,,,,,,,,,Mass,14.07971466,2.871e-05,2.871e-05,2016ApJ...822...86M,0.133,0.036,0.017,2016ApJ...822...86M,,,,,,,,,,,,,Transit,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2016.0,"Kepler-1063,KOI-2032,UCAC4 641-068525,** KOI 2032,C,AP J19220642+3808347,K02032.01,TIC 122451550,WISE J192206.41+380834.5,WDS J19221+3809AB,KOI-2032.01,KIC 2985767,2MASS J19220642+3808347","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-1064  b,KOI-2033 b,Kepler-1064,b,Kepler-1064,,291.741637,37.6888103,,,,,,,,,,,,,Mass,16.54080322,4.111e-05,4.111e-05,2016ApJ...822...86M,0.138,0.006,0.004,2016ApJ...822...86M,,,,,,,,,,,,,Transit,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2016.0,"SPOCS 3286,UCAC4 639-067552,WISE J192657.98+374119.8,2MASS J19265799+3741202,KOI-2033,TIC 137315852,K02033.01,Gaia DR3 2051807620790721792,KIC 2304320,Kepler-1064,AP J19265799+3741202,Gaia DR2 2051807620790721792,KOI-2033.01","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-1065  b,KOI-2034 b,Kepler-1065,b,Kepler-1065,,294.511258,38.790501,,,,,,,,,,,,,Mass,3.60930891,5.1e-06,5.1e-06,2016ApJ...822...86M,0.333,0.057,0.032,2016ApJ...822...86M,,,,,,,,,,,,,Transit,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2016.0,"KOI-2034.02,KOI-2034,K02034.02,K02034.01,TIC 378012771,Kepler-1065,KOI-2034.01,Gaia DR3 2052203273182353920,2MASS J19380270+3847258,Gaia DR2 2052203273182353920,KIC 3657758","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-1065  c,KOI-2034 c,Kepler-1065,c,Kepler-1065,,294.511319,38.7904648,,,,,,,,,,,,,Mass,2.37030743,1.691e-05,1.691e-05,2016ApJ...822...86M,0.143,0.021,0.015,2016ApJ...822...86M,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2016.0,"KOI-2034.02,KOI-2034,K02034.02,K02034.01,TIC 378012771,Kepler-1065,KOI-2034.01,Gaia DR3 2052203273182353920,2MASS J19380270+3847258,Gaia DR2 2052203273182353920,KIC 3657758","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-1066  b,KOI-2035 b,Kepler-1066,b,Kepler-1066,,298.866621,46.50223286111111,,,,,,,,,,,,,Mass,1.93155984,1.57e-06,1.57e-06,2016ApJ...822...86M,0.211,0.045,0.029,2016ApJ...822...86M,,,,,,,,,,,,,Transit,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2016.0,"KOI-2035.01,KOI-2035,TIC 268379849,KIC 9790806,WISE J195527.98+463008.0,K02035.01,SPOCS 3990,Gaia DR3 2085502463860057984,2MASS J19552797+4630080,Gaia DR2 2085502463860057984,Kepler-1066","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-353  b,KOI-2036 b,Kepler-353,b,Kepler-353,,296.8565596,41.7580749,,,,,,,,,,,,,Mass,5.795278,5.5e-05,5.5e-05,2014ApJ...784...45R,0.079,0.005,0.005,2014ApJ...784...45R,,,,,,,,,,,,,Transit,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2014.0,"2MASS J19472559+4145294,Gaia DR2 2076953069455745920,K02036.02,WISE J194725.58+414529.1,KOI-2036.01,K02036.01,KOI-2036.02,TIC 239229234,KIC 6382217,Gaia DR3 2076953069455745920,KOI-2036,Kepler-353","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-353  c,KOI-2036 c,Kepler-353,c,Kepler-353,,296.85660291666665,41.75817213888889,,,,,,,,,,,,,Mass,8.410894,3.9e-05,3.9e-05,2014ApJ...784...45R,0.123,0.006,0.006,2014ApJ...784...45R,,,,,,,,,,,,,Transit,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2014.0,"2MASS J19472559+4145294,Gaia DR2 2076953069455745920,K02036.02,WISE J194725.58+414529.1,KOI-2036.01,K02036.01,KOI-2036.02,TIC 239229234,KIC 6382217,Gaia DR3 2076953069455745920,KOI-2036,Kepler-353","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-85  b,KOI-2038 b,Kepler-85,b,Kepler-85,,290.973429,45.290302277777776,,,,,,,,,,,,,Mass,8.305738,5e-05,5e-05,oec,0.176,0.009,0.009,2013ApJS..208...22X,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2012.0,"K02038.01,KOI-2038.02,KOI-2038.03,SPOCS 3886,Gaia DR3 2127398083121764736,WISE J192353.62+451725.0,KOI-2038,KOI-2038.04,K02038.04,Kepler-85,Gaia DR2 2127398083121764736,K02038.03,2MASS J19235362+4517251,TIC 159580705,KIC 8950568,KOI-2038.01,K02038.02","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-85  c,KOI-2038 c,Kepler-85,c,Kepler-85,,290.9734395,45.290318,0.066,0.02,0.018,2014ApJ...787...80H,,,,,0.066,0.02,0.018,2014ApJ...787...80H,Mass,12.512598,8.8e-05,8.8e-05,oec,0.194,0.009,0.009,2013ApJS..208...22X,,,,,,,,,,,,,Transit,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2012.0,"K02038.01,KOI-2038.02,KOI-2038.03,SPOCS 3886,Gaia DR3 2127398083121764736,WISE J192353.62+451725.0,KOI-2038,KOI-2038.04,K02038.04,Kepler-85,Gaia DR2 2127398083121764736,K02038.03,2MASS J19235362+4517251,TIC 159580705,KIC 8950568,KOI-2038.01,K02038.02","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-85  d,KOI-2038 d,Kepler-85,d,Kepler-85,,290.973429,45.290302277777776,,,,,,,,,,,,,Mass,17.91323,0.000266,0.000266,2014ApJ...784...45R,0.10936,0.01731,0.01731,oec,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2014.0,"K02038.01,KOI-2038.02,KOI-2038.03,SPOCS 3886,Gaia DR3 2127398083121764736,WISE J192353.62+451725.0,KOI-2038,KOI-2038.04,K02038.04,Kepler-85,Gaia DR2 2127398083121764736,K02038.03,2MASS J19235362+4517251,TIC 159580705,KIC 8950568,KOI-2038.01,K02038.02","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-85  e,KOI-2038 e,Kepler-85,e,Kepler-85,,290.973429,45.290302277777776,0.00189,0.00157,0.00126,2017AJ....154....5H,,,,,0.00189,0.00157,0.00126,2017AJ....154....5H,Mass,25.216751,0.000718,0.000718,2014ApJ...784...45R,0.11574,0.01823,0.01823,oec,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2014.0,"K02038.01,KOI-2038.02,KOI-2038.03,SPOCS 3886,Gaia DR3 2127398083121764736,WISE J192353.62+451725.0,KOI-2038,KOI-2038.04,K02038.04,Kepler-85,Gaia DR2 2127398083121764736,K02038.03,2MASS J19235362+4517251,TIC 159580705,KIC 8950568,KOI-2038.01,K02038.02","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-1067  c,KOI-2039 c,Kepler-1067,c,Kepler-1067,,285.3873706,45.0490265,,,,,,,,,,,,,Mass,,,,,,,,,,,,,,,,,,,,,Transit,CONFIRMED,"oec: CONFIRMED,nasa: CONFIRMED",2,2021.0,"Kepler-1067,KOI-2039.02,Gaia DR3 2106374557504930944,TIC 351910733,KIC 8804845,KOI-2039,Gaia DR2 2106374557504930944,K02039.02,WISE J190132.96+450256.5,2MASS J19013297+4502565,AP J19013297+4502565,SPOCS 3861","['nasa', 'oec']",[0.0],0,0,,0,0
Kepler-44  b,KOI-204 b,Kepler-44,b,Kepler-44,,300.10235666666665,45.7621918,1.0,0.1,0.1,2015A&A...575A..85B,,,,,1.0,0.1,0.1,2015A&A...575A..85B,Mass,3.2467293,3e-06,3e-06,2015A&A...575A..85B,1.09,0.07,0.07,2011arXiv1110.5462B,0.0446,0.0011,0.0011,2015A&A...575A..85B,,,,,84.96,0.5,0.62,2015A&A...575A..85B,Transit,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2011.0,"TIC 239277658,KOI-204.01,KIC 9305831,Gaia DR3 2085222191474854656,K00204.01,USNO-A2.0 1350-11449251,Gaia DR2 2085222191474854656,WISE J200024.56+454544.0,Kepler-44,2MASS J20002456+4545437,KOI-204","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-1068  b,KOI-2044 b,Kepler-1068,b,Kepler-1068,,294.6481729166666,46.39235683333333,,,,,,,,,,,,,Mass,16.92344113,5.446e-05,5.446e-05,2016ApJ...822...86M,0.324,0.079,0.033,2016ApJ...822...86M,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,oec: CONFIRMED,nasa: CONFIRMED",3,2016.0,"TIC 271165395,KIC 9656252,Gaia DR2 2128129876831370880,K02044.01,2MASS J19383555+4623325,Kepler-1068,KOI-2044,WISE J193835.52+462332.6,KOI-2044.01,Gaia DR3 2128129876831370880","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-354  b,KOI-2045 b,Kepler-354,b,Kepler-354,,285.7515347,41.33563786111112,,,,,,,,,,,,,Mass,5.47666,2.4e-05,2.4e-05,2014ApJ...784...45R,0.16768,0.05286,0.05286,oec,,,,,,,,,,,,,Transit,CONFIRMED,"oec: CONFIRMED,nasa: CONFIRMED,eu: CONFIRMED",3,2014.0,"KOI-2045.02,Kepler-354,KOI-2045,KIC 6026438,KOI-2045.01,TIC 120578185,K02045.03,K02045.01,Gaia DR3 2103860562828483712,WISE J190300.36+412008.3,Gaia DR2 2103860562828483712,K02045.02,KOI-2045.03,2MASS J19030034+4120083","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-354  c,KOI-2045 c,Kepler-354,c,Kepler-354,,285.751452,41.3356739,,,,,,,,,,,,,Mass,16.934402,0.000228,0.000228,2014ApJ...784...45R,0.117,0.037,0.037,2014ApJ...784...45R,,,,,,,,,,,,,Transit,CONFIRMED,"nasa: CONFIRMED,eu: CONFIRMED,oec: CONFIRMED",3,2014.0,"KOI-2045.02,Kepler-354,KOI-2045,KIC 6026438,KOI-2045.01,TIC 120578185,K02045.03,K02045.01,Gaia DR3 2103860562828483712,WISE J190300.36+412008.3,Gaia DR2 2103860562828483712,K02045.02,KOI-2045.03,2MASS J19030034+4120083","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-354  d,KOI-2045 d,Kepler-354,d,Kepler-354,,285.75147833333335,41.3356739,,,,,,,,,,,,,Mass,24.209842,0.000403,0.000403,2014ApJ...784...45R,0.113,0.03645,0.03645,oec,,,,,,,,,,,,,Transit,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2014.0,"KOI-2045.02,Kepler-354,KOI-2045,KIC 6026438,KOI-2045.01,TIC 120578185,K02045.03,K02045.01,Gaia DR3 2103860562828483712,WISE J190300.36+412008.3,Gaia DR2 2103860562828483712,K02045.02,KOI-2045.03,2MASS J19030034+4120083","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-1069  b,KOI-2046 b,Kepler-1069,b,Kepler-1069,,290.979329,47.98899925,,,,,,,,,,,,,Mass,23.8990296,0.0001497,0.0001497,2016ApJ...822...86M,0.143,0.028,0.012,2016ApJ...822...86M,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2016.0,"KIC 10663396,Gaia DR3 2129215369685086080,KOI-2046.01,SPOCS 4121,K02046.01,Gaia DR2 2129215369685086080,TIC 417659970,KOI-2046,WISE J192355.02+475920.2,2MASS J19235503+4759204,Kepler-1069","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-1070  b,KOI-2047 b,Kepler-1070,b,Kepler-1070,,293.195374,49.316541,,,,,,,,,,,,,Mass,6.2216147,1.944e-05,1.944e-05,2016ApJ...822...86M,0.154,0.072,0.022,2016ApJ...822...86M,,,,,,,,,,,,,Transit,CONFIRMED,"nasa: CONFIRMED,oec: CONFIRMED,eu: CONFIRMED",3,2016.0,"KOI-2047.01,SPOCS 4227,Gaia DR3 2129064874031303936,K02047.01,TIC 26814296,Gaia DR2 2129064874031303936,KIC 11457726,Kepler-1070,2MASS J19324688+4918594,KOI-2047,WISE J193246.88+491859.4","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-1071  b,KOI-2048 b,Kepler-1071,b,Kepler-1071,,293.0579794,45.2487472,,,,,,,,,,,,,Mass,6.1799844,1.367e-05,1.367e-05,2016ApJ...822...86M,0.212,0.006,0.012,2016ApJ...822...86M,,,,,,,,,,,,,Transit,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2016.0,"KOI-2048.01,KOI-2048,AP J19321391+4514557,WISE J193213.90+451455.8,Gaia DR2 2126514556811478144,KIC 8956206,K02048.01,2MASS J19321391+4514557,TIC 275490723,Gaia DR3 2126514556811478144,Kepler-1071","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-1072  b,KOI-2049 b,Kepler-1072,b,Kepler-1072,,292.0443937499999,46.329025,,,,,,,,,,,,,Mass,1.5690665,2.9e-06,2.9e-06,2016ApJ...822...86M,0.141,0.064,0.021,2016ApJ...822...86M,,,,,,,,,,,,,Transit,CONFIRMED,"oec: CONFIRMED,eu: CONFIRMED,nasa: CONFIRMED",3,2016.0,"K02049.01,KOI-2049.01,AP J19281065+4619444,Kepler-1072,2MASS J19281065+4619444,KOI-2049,Gaia DR3 2126806992544494720,SPOCS 3973,TIC 63072565,WISE J192810.65+461944.3,Gaia DR2 2126806992544494720,KIC 9649706","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-492  b,KOI-205 b,Kepler-492,b,Kepler-492,,295.4966529166666,42.537889111111106,,,,,,,,,,,,,Mass,11.72012266,1.53e-06,1.53e-06,oec,0.856,0.107,0.054,oec,,,,,,,,,,,,,Transit,CONFIRMED,oec: CONFIRMED,1,2016.0,"Gaia DR3 2077896798333728640,KOI-205,KIC 7046804,Gaia DR2 2077896798333728640,TIC 271749758,2MASS J19415919+4232163,Kepler-492",['oec'],[0.0],0,0,,0,0
Kepler-355  b,KOI-2051 b,Kepler-355,b,Kepler-355,,285.7994917,42.811783,,,,,,,,,,,,,Mass,11.03189,0.000338,0.000338,2014ApJ...784...45R,0.13305,0.06015,0.06015,oec,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,nasa: CONFIRMED,oec: CONFIRMED",3,2014.0,"2MASS J19031186+4248424,KOI-2051,SPOCS 3674,Gaia DR3 2105535462635217792,Gaia DR2 2105535462635217792,KIC 7265298,K02051.01,WISE J190311.87+424842.4,K02051.02,TIC 279915745,KOI-2051.02,Kepler-355,KOI-2051.01","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
Kepler-355  c,KOI-2051 c,Kepler-355,c,Kepler-355,,285.7994533333333,42.811783,,,,,,,,,,,,,Mass,25.762294,0.000267,0.000267,2014ApJ...784...45R,0.24696,0.11118,0.02005,oec,,,,,,,,,,,,,Transit,CONFIRMED,"eu: CONFIRMED,oec: CONFIRMED,nasa: CONFIRMED",3,2014.0,"2MASS J19031186+4248424,KOI-2051,SPOCS 3674,Gaia DR3 2105535462635217792,Gaia DR2 2105535462635217792,KIC 7265298,K02051.01,WISE J190311.87+424842.4,K02051.02,TIC 279915745,KOI-2051.02,Kepler-355,KOI-2051.01","['eu', 'nasa', 'oec']",[0.0],0,0,,0,0
